# Trilegal 1.6 run queried by C. Hirata, May 16, 2016
# Stars to J=22 in 1 deg^2 at the South Galactic Pole
# Magnitudes are SDSS ugriz + UKIDSS ZYJHK
# SDSS are on approximate AB system, UKIDSS on Vega
#
# Effective wavelengths of the filters are below.
# Vega to AB offsets in UKIDSS ZYJHK are below.
# [Hewett et al.: http://www.ukidss.org/technical/photom/hewett-ukidss.pdf]
#
# The following lines of data are used to tell scripts reading this file where the information is:
#
#! col_m2/m1 = 10
#! col_first_band = 12
#! num_bands = 10
#! lambda = 0.3546, 0.4670, 0.6156, 0.7471, 0.8918, 0.8817, 1.0305, 1.2483, 1.6313, 2.2010
#! ab_offset = 0, 0, 0, 0, 0, 0.528, 0.634, 0.938, 1.379, 1.900
#
#Gc logAge [M/H] m_ini   logL   logTe logg  m-M0   Av    m2/m1 mbol   u      g      r      i      z      Z      Y      J      H      K        Mact
 2  10.05 -0.75  0.17451 -2.260 3.563  5.137 10.90  0.038 0.74 20.962 26.401 23.322 21.778 21.014 20.569 20.048 19.691 19.195 18.655 18.420  0.175 
 2  10.05 -0.75  0.53375 -1.082 3.651  4.799 10.90  0.038 0.83 17.911 21.228 19.138 18.130 17.777 17.575 17.043 16.802 16.392 15.803 15.685  0.534 
 2  10.05 -0.75  0.14327 -2.540 3.527  5.187 11.00  0.038 0.78 21.672 28.239 24.566 22.871 21.858 21.296 20.782 20.377 19.834 19.290 19.041  0.143 
 2  10.05 -0.75  0.12539 -2.703 3.512  5.233 11.00  0.038 0.87 21.946 29.037 25.084 23.332 22.188 21.574 21.062 20.637 20.075 19.532 19.286  0.125 
 2  10.05 -0.75  0.17671 -2.244 3.565  5.135 11.10  0.038 0.72 21.145 26.495 23.471 21.940 21.190 20.751 20.230 19.875 19.381 18.843 18.610  0.177 
 2  10.05 -0.75  0.13132 -2.649 3.517  5.219 11.20  0.038 0.00 22.593 29.282 25.526 23.817 22.784 22.217 21.702 21.296 20.753 20.208 19.958  0.131 
 2  10.05 -0.75  0.11953 -2.757 3.507  5.247 11.40  0.038 0.90 22.460 29.758 25.698 23.926 22.726 22.090 21.580 21.145 20.576 20.034 19.790  0.120 
 2  10.05 -0.75  0.61465 -0.803 3.681  4.701 11.40  0.038 0.00 18.178 20.845 19.059 18.274 18.014 17.876 17.340 17.141 16.770 16.250 16.166  0.615 
 2  10.05 -0.75  0.25760 -1.846 3.603  5.054 11.40  0.038 0.00 20.784 24.746 22.420 21.158 20.672 20.387 19.857 19.576 19.147 18.591 18.417  0.258 
 2  10.05 -0.75  0.16944 -2.305 3.556  5.144 11.50  0.038 0.00 22.033 27.434 24.317 22.780 22.058 21.641 21.118 20.774 20.290 19.749 19.512  0.169 
 2  10.05 -0.75  0.68809 -0.526 3.721  4.630 11.60  0.038 0.99 16.950 18.989 17.575 16.969 16.779 16.694 16.155 16.002 15.685 15.265 15.203  0.688 
 2  10.05 -0.75  0.11307 -2.816 3.502  5.260 11.70  0.038 0.00 23.510 30.814 26.743 24.968 23.773 23.140 22.629 22.196 21.627 21.084 20.839  0.113 
 2  10.05 -0.75  0.24636 -1.883 3.601  5.063 11.80  0.038 0.00 21.279 25.274 22.938 21.662 21.169 20.878 20.349 20.065 19.635 19.081 18.905  0.246 
 2  10.05 -0.75  0.61564 -0.799 3.682  4.700 11.80  0.038 0.00 18.568 21.226 19.446 18.663 18.404 18.267 17.731 17.533 17.163 16.644 16.560  0.616 
 2  10.05 -0.75  0.33778 -1.619 3.617  5.001 11.80  0.038 0.00 20.618 24.382 22.122 20.937 20.496 20.241 19.710 19.444 19.023 18.450 18.294  0.338 
 2  10.05 -0.75  1.01003 -0.112 3.770  4.472 11.90  0.038 0.78 16.950 18.388 17.358 16.952 16.839 16.813 16.271 16.169 15.911 15.595 15.559  0.789 
 2  10.05 -0.75  0.15463 -2.437 3.538  5.163 11.90  0.038 0.00 22.763 28.735 25.327 23.709 22.862 22.380 21.861 21.490 20.979 20.435 20.186  0.155 
 2  10.05 -0.75  0.12522 -2.705 3.512  5.234 12.00  0.038 0.00 23.532 30.425 26.565 24.834 23.747 23.158 22.645 22.230 21.678 21.133 20.885  0.125 
 2  10.05 -0.75  0.81903  0.031 3.781  4.391 12.00  0.038 0.82 16.456 17.924 16.876 16.466 16.350 16.320 15.778 15.670 15.405 15.074 15.034  0.819 
 2  10.05 -0.75  0.29153 -1.741 3.610  5.030 12.10  0.038 0.00 21.222 25.089 22.795 21.570 21.105 20.835 20.304 20.030 19.605 19.041 18.875  0.292 
 2  10.05 -0.75  0.70600 -0.457 3.730  4.611 12.20  0.038 0.72 17.919 19.944 18.572 17.959 17.760 17.667 17.128 16.969 16.645 16.207 16.136  0.706 
 2  10.05 -0.75  0.48139 -1.243 3.639  4.864 12.30  0.038 0.00 20.177 23.604 21.466 20.418 20.047 19.834 19.302 19.056 18.643 18.051 17.927  0.481 
 2  10.05 -0.75  0.17913 -2.226 3.567  5.133 12.50  0.038 0.75 22.469 27.738 24.759 23.238 22.504 22.073 21.551 21.200 20.710 20.172 19.941  0.179 
 2  10.05 -0.75  0.21345 -2.014 3.593  5.099 12.70  0.038 0.00 22.505 26.719 24.270 22.943 22.413 22.100 21.572 21.277 20.838 20.292 20.104  0.213 
 2  10.05 -0.75  0.19432 -2.110 3.584  5.117 12.80  0.038 0.00 22.846 27.328 24.739 23.349 22.777 22.437 21.910 21.602 21.153 20.615 20.413  0.194 
 2  10.05 -0.75  0.39859 -1.459 3.625  4.942 12.90  0.038 0.00 21.318 24.979 22.753 21.611 21.194 20.954 20.423 20.164 19.745 19.156 19.011  0.399 
 2  10.05 -0.75  0.23099 -1.944 3.597  5.081 12.90  0.038 0.00 22.531 26.621 24.237 22.938 22.429 22.128 21.599 21.310 20.876 20.327 20.144  0.231 
 2  10.05 -0.75  0.26552 -1.821 3.605  5.049 13.00  0.038 0.88 21.700 25.694 23.354 22.083 21.591 21.302 20.773 20.489 20.059 19.505 19.329  0.266 
 2  10.05 -0.75  0.40172 -1.451 3.625  4.939 13.20  0.038 0.00 21.598 25.253 23.028 21.889 21.474 21.235 20.704 20.445 20.026 19.437 19.292  0.402 
 2  10.05 -0.75  0.84896  0.195 3.790  4.277 13.50  0.038 0.00 17.782 19.088 18.121 17.792 17.710 17.708 17.165 17.078 16.843 16.565 16.539  0.849 
 2  10.05 -0.75  0.50194 -1.184 3.643  4.840 14.00  0.038 0.00 21.729 25.084 22.974 21.954 21.596 21.392 20.860 20.618 20.206 19.615 19.496  0.502 
 2  10.05 -0.75  0.68362 -0.543 3.718  4.635 14.20  0.038 0.00 20.327 22.386 20.959 20.348 20.155 20.069 19.530 19.375 19.056 18.633 18.570  0.684 
 2  10.05 -0.73  0.52887 -1.100 3.649  4.805  7.90  0.037 0.00 15.420 18.669 16.599 15.620 15.283 15.092 14.559 14.323 13.914 13.323 13.214  0.529 
 2  10.05 -0.73  0.51770 -1.136 3.647  4.820  9.30  0.038 0.70 16.559 19.963 17.837 16.797 16.428 16.216 15.684 15.438 15.025 14.436 14.312  0.518 
 2  10.05 -0.73  0.55313 -1.022 3.656  4.773  9.70  0.038 0.00 17.025 20.155 18.140 17.203 16.884 16.704 16.170 15.942 15.539 14.960 14.857  0.553 
 2  10.05 -0.73  0.29464 -1.732 3.610  5.027 10.00  0.038 0.00 19.101 22.970 20.674 19.449 18.985 18.714 18.184 17.910 17.485 16.919 16.754  0.295 
 2  10.05 -0.73  0.15441 -2.442 3.537  5.162 10.10  0.038 0.00 20.975 26.969 23.558 21.939 21.080 20.592 20.073 19.700 19.188 18.644 18.394  0.154 
 2  10.05 -0.73  1.22304 -2.236 4.096  7.769 10.30  0.038 0.79 20.653 21.618 21.177 21.355 21.567 21.808 21.251 21.335 21.319 21.257 21.304  0.584 
 2  10.05 -0.73  0.62591 -0.764 3.686  4.689 10.40  0.038 0.80 16.730 19.485 17.673 16.851 16.572 16.421 15.886 15.679 15.300 14.766 14.673  0.626 
 2  10.05 -0.73  0.15027 -2.479 3.532  5.167 10.50  0.038 0.87 20.913 27.249 23.685 22.021 21.068 20.534 20.017 19.625 19.095 18.551 18.300  0.150 
 2  10.05 -0.73  0.35007 -1.589 3.619  4.993 10.60  0.038 0.71 18.890 22.717 20.436 19.227 18.772 18.507 17.976 17.705 17.281 16.712 16.550  0.350 
 2  10.05 -0.73  0.14701 -2.509 3.529  5.176 10.70  0.038 0.00 21.741 27.968 24.451 22.799 21.880 21.361 20.844 20.458 19.934 19.390 19.138  0.147 
 2  10.05 -0.73  0.18990 -2.146 3.578  5.121 10.80  0.038 0.77 20.551 25.467 22.693 21.226 20.551 20.149 19.626 19.289 18.811 18.275 18.052  0.190 
 2  10.05 -0.73  0.15224 -2.461 3.534  5.165 10.80  0.038 0.00 21.723 27.794 24.349 22.719 21.840 21.342 20.823 20.446 19.929 19.385 19.135  0.152 
 2  10.05 -0.73  0.37144 -1.533 3.621  4.971 10.90  0.038 0.00 19.501 23.217 20.971 19.807 19.379 19.132 18.600 18.338 17.918 17.335 17.186  0.371 
 2  10.05 -0.73  0.10236 -2.966 3.484  5.296 11.10  0.038 0.00 23.285 31.435 26.933 25.091 23.649 22.924 22.422 21.948 21.346 20.815 20.580  0.102 
 2  10.05 -0.73  0.85010  0.193 3.789  4.277 11.10  0.038 0.96 14.825 16.159 15.178 14.832 14.743 14.736 14.193 14.103 13.863 13.577 13.548  0.850 
 2  10.05 -0.73  0.11571 -2.795 3.503  5.254 11.20  0.038 0.00 22.957 30.182 26.164 24.400 23.216 22.586 22.075 21.643 21.077 20.534 20.286  0.116 
 2  10.05 -0.73  0.25241 -1.863 3.602  5.057 11.20  0.038 0.92 19.968 24.003 21.646 20.362 19.862 19.567 19.038 18.752 18.320 17.767 17.589  0.252 
 2  10.05 -0.73  0.13743 -2.596 3.521  5.202 11.30  0.038 1.00 21.815 28.330 24.672 22.985 21.990 21.437 20.922 20.522 19.985 19.441 19.189  0.137 
 2  10.05 -0.73  0.90392  1.050 3.700  3.090 11.40  0.038 0.00 13.546 15.858 14.275 13.601 13.378 13.265 12.728 12.550 12.202 11.727 11.664  0.904 
 2  10.05 -0.73  0.17085 -2.295 3.557  5.141 11.40  0.038 0.00 21.908 27.265 24.178 22.647 21.930 21.514 20.991 20.648 20.165 19.626 19.389  0.171 
 2  10.05 -0.73  0.11251 -2.824 3.500  5.260 11.50  0.038 0.00 23.330 30.663 26.589 24.814 23.602 22.960 22.450 22.013 21.442 20.900 20.653  0.113 
 2  10.05 -0.73  0.74544 -0.303 3.749  4.555 11.60  0.038 0.00 17.127 18.776 17.611 17.124 16.981 16.932 16.391 16.270 15.989 15.633 15.587  0.745 
 2  10.05 -0.73  0.16563 -2.342 3.551  5.148 11.60  0.038 0.72 21.870 27.714 24.402 22.808 21.969 21.487 20.968 20.596 20.084 19.541 19.295  0.166 
 2  10.05 -0.73  0.68630 -0.537 3.719  4.631 11.70  0.038 0.00 17.812 19.874 18.443 17.831 17.639 17.554 17.015 16.860 16.541 16.119 16.056  0.686 
 2  10.05 -0.73  0.14711 -2.508 3.529  5.176 11.80  0.038 0.00 22.839 29.063 25.548 23.896 22.977 22.459 21.941 21.556 21.032 20.488 20.236  0.147 
 2  10.05 -0.73  0.11702 -2.783 3.504  5.251 11.90  0.038 0.72 23.463 30.807 26.801 25.039 23.832 23.143 22.643 22.152 21.534 20.999 20.735  0.117 
 2  10.05 -0.73  0.82221  0.040 3.781  4.383 11.90  0.038 0.00 16.569 17.925 16.936 16.573 16.478 16.466 15.923 15.830 15.585 15.291 15.261  0.822 
 2  10.05 -0.73  0.20449 -2.051 3.590  5.107 12.00  0.038 0.88 21.344 25.872 23.267 21.874 21.287 20.939 20.412 20.100 19.647 19.107 18.902  0.204 
 2  10.05 -0.73  0.32112 -1.662 3.615  5.011 12.10  0.038 0.00 21.026 24.835 22.559 21.357 20.907 20.645 20.114 19.845 19.423 18.852 18.692  0.321 
 2  10.05 -0.73  0.38548 -1.495 3.623  4.956 12.30  0.038 0.00 20.808 24.502 22.263 21.109 20.685 20.442 19.910 19.649 19.229 18.643 18.496  0.385 
 2  10.05 -0.73  0.25736 -1.848 3.603  5.054 12.30  0.038 0.80 21.160 25.245 22.862 21.568 21.059 20.759 20.231 19.942 19.508 18.956 18.775  0.257 
 2  10.05 -0.73  0.20180 -2.062 3.590  5.109 12.50  0.038 0.00 22.424 26.735 24.236 22.887 22.341 22.017 21.490 21.190 20.747 20.204 20.011  0.202 
 2  10.05 -0.73  0.17355 -2.271 3.561  5.137 12.70  0.038 0.73 22.802 28.297 25.190 23.642 22.864 22.410 21.890 21.530 21.030 20.491 20.254  0.174 
 2  10.05 -0.73  0.65485 -0.655 3.701  4.662 12.80  0.038 0.00 19.209 21.533 19.938 19.254 19.033 18.925 18.387 18.213 17.871 17.406 17.335  0.655 
 2  10.05 -0.73  0.18162 -2.209 3.569  5.130 13.10  0.038 0.00 23.391 28.314 25.483 24.012 23.366 22.985 22.460 22.132 21.665 21.133 20.912  0.182 
 2  10.05 -0.73  0.21017 -2.028 3.592  5.102 13.20  0.038 0.93 22.378 26.721 24.207 22.850 22.298 21.971 21.443 21.141 20.697 20.155 19.961  0.210 
 2  10.05 -0.71  0.20656 -2.044 3.590  5.104  7.40  0.036 0.00 17.280 21.568 19.082 17.738 17.194 16.873 16.345 16.046 15.604 15.060 14.869  0.207 
 2  10.05 -0.71  0.54875 -1.039 3.654  4.778  9.70  0.038 0.00 17.069 20.246 18.207 17.255 16.929 16.746 16.212 15.981 15.576 14.990 14.886  0.549 
 2  10.05 -0.71  0.36040 -1.563 3.620  4.982 10.10  0.038 0.95 18.084 21.843 19.582 18.400 17.963 17.709 17.178 16.913 16.492 15.914 15.760  0.360 
 2  10.05 -0.71  0.12989 -2.668 3.514  5.221 10.40  0.038 0.00 21.840 28.607 24.832 23.120 22.050 21.465 20.951 20.538 19.990 19.447 19.195  0.130 
 2  10.05 -0.71  0.49050 -1.221 3.639  4.853 10.50  0.038 0.00 18.322 21.752 19.609 18.562 18.193 17.982 17.449 17.203 16.789 16.194 16.072  0.491 
 2  10.05 -0.71  0.16864 -2.317 3.554  5.144 10.60  0.038 0.00 21.163 26.638 23.486 21.941 21.200 20.772 20.250 19.902 19.415 18.874 18.633  0.169 
 2  10.05 -0.71  0.16105 -2.385 3.544  5.154 10.70  0.038 0.00 21.434 27.205 23.901 22.315 21.509 21.048 20.527 20.166 19.665 19.122 18.874  0.161 
 2  10.05 -0.71  0.14172 -2.560 3.524  5.190 10.80  0.038 0.00 21.970 28.353 24.770 23.100 22.133 21.591 21.074 20.679 20.147 19.604 19.350  0.142 
 2  10.05 -0.71  0.16304 -2.368 3.547  5.151 10.90  0.038 0.00 21.589 27.291 24.017 22.441 21.654 21.202 20.681 20.324 19.826 19.284 19.036  0.163 
 2  10.05 -0.71  0.59331 -0.888 3.669  4.722 11.00  0.038 0.00 17.990 20.888 18.980 18.123 17.836 17.679 17.144 16.930 16.542 15.990 15.898  0.593 
 2  10.05 -0.71  0.26682 -1.820 3.604  5.048 11.00  0.038 0.00 20.319 24.275 21.950 20.691 20.208 19.923 19.394 19.113 18.685 18.125 17.954  0.267 
 2  10.05 -0.71  0.12267 -2.734 3.508  5.238 11.00  0.038 0.00 22.605 29.610 25.715 23.978 22.844 22.232 21.720 21.296 20.738 20.196 19.944  0.123 
 2  10.05 -0.71  0.23835 -1.918 3.598  5.072 11.10  0.038 0.72 20.281 24.599 22.119 20.774 20.214 19.881 19.354 19.049 18.601 18.053 17.855  0.238 
 2  10.05 -0.71  0.17963 -2.226 3.567  5.131 11.10  0.038 0.00 21.434 26.452 23.568 22.085 21.421 21.030 20.505 20.174 19.704 19.170 18.945  0.180 
 2  10.05 -0.71  0.19099 -2.139 3.579  5.120 11.10  0.038 0.00 21.217 25.829 23.176 21.758 21.161 20.806 20.280 19.965 19.510 18.977 18.769  0.191 
 2  10.05 -0.71  0.16179 -2.379 3.545  5.153 11.20  0.038 0.00 21.917 27.662 24.370 22.788 21.989 21.531 21.010 20.650 20.150 19.608 19.360  0.162 
 2  10.05 -0.71  0.25527 -1.855 3.602  5.055 11.20  0.038 0.00 20.608 24.596 22.261 20.990 20.499 20.209 19.680 19.397 18.967 18.411 18.236  0.255 
 2  10.05 -0.71  0.18786 -2.163 3.576  5.123 11.20  0.038 0.00 21.377 26.085 23.381 21.942 21.329 20.964 20.439 20.119 19.660 19.130 18.917  0.188 
 2  10.05 -0.71  0.82597  0.053 3.781  4.373 11.50  0.038 0.00 16.138 17.498 16.505 16.141 16.047 16.035 15.492 15.399 15.155 14.861 14.831  0.826 
 2  10.05 -0.71  0.96407  0.401 3.782  4.058 11.50  0.038 0.91 15.263 16.630 15.620 15.269 15.178 15.168 14.625 14.532 14.289 13.999 13.969  0.882 
 2  10.05 -0.71  0.34457 -1.604 3.618  4.996 11.60  0.038 0.00 20.381 24.152 21.887 20.700 20.260 20.005 19.474 19.208 18.786 18.210 18.055  0.345 
 2  10.05 -0.71  0.11182 -2.833 3.499  5.261 11.70  0.038 0.00 23.552 30.930 26.845 25.070 23.836 23.183 22.674 22.233 21.660 21.119 20.870  0.112 
 2  10.05 -0.71  0.11632 -2.792 3.503  5.252 11.70  0.038 0.00 23.450 30.666 26.664 24.904 23.714 23.079 22.568 22.135 21.568 21.026 20.776  0.116 
 2  10.05 -0.71  0.47681 -1.260 3.637  4.869 11.80  0.038 0.99 18.982 22.463 20.301 19.233 18.854 18.637 18.104 17.856 17.440 16.845 16.719  0.477 
 2  10.05 -0.71  0.45930 -1.309 3.633  4.888 11.80  0.038 0.88 19.247 22.837 20.634 19.523 19.122 18.892 18.360 18.106 17.687 17.094 16.958  0.459 
 2  10.05 -0.71  0.11910 -2.767 3.505  5.246 11.80  0.038 0.00 23.486 30.610 26.655 24.905 23.740 23.114 22.603 22.174 21.611 21.069 20.819  0.119 
 2  10.05 -0.71  0.30600 -1.702 3.612  5.019 11.90  0.038 0.00 20.925 24.776 22.485 21.267 20.808 20.540 20.009 19.737 19.313 18.744 18.582  0.306 
 2  10.05 -0.71  0.15657 -2.426 3.539  5.159 12.00  0.038 0.88 22.274 28.402 24.943 23.309 22.405 21.892 21.374 20.992 20.471 19.928 19.676  0.157 
 2  10.05 -0.71  0.51728 -1.139 3.646  4.820 12.10  0.038 0.71 19.356 22.779 20.643 19.597 19.225 19.012 18.480 18.234 17.819 17.229 17.104  0.517 
 2  10.05 -0.71  0.15057 -2.479 3.531  5.166 12.10  0.038 1.00 22.319 28.467 24.995 23.356 22.450 21.937 21.419 21.037 20.516 19.973 19.720  0.151 
 2  10.05 -0.71  0.26349 -1.830 3.604  5.050 12.40  0.038 0.00 21.745 25.710 23.382 22.120 21.634 21.348 20.819 20.537 20.108 19.550 19.378  0.263 
 2  10.05 -0.71  0.47672 -1.260 3.637  4.869 12.90  0.038 0.81 20.325 23.879 21.691 20.594 20.199 19.972 19.440 19.187 18.770 18.178 18.044  0.477 
 2  10.05 -0.71  0.38314 -1.503 3.622  4.958 13.00  0.038 0.00 21.527 25.237 22.991 21.830 21.405 21.159 20.628 20.366 19.946 19.359 19.212  0.383 
 2  10.05 -0.71  0.16655 -2.336 3.551  5.147 13.00  0.038 0.81 23.154 28.978 25.673 24.081 23.248 22.770 22.250 21.881 21.372 20.829 20.582  0.167 
 2  10.05 -0.71  0.31698 -1.674 3.614  5.013 13.30  0.038 0.71 21.816 25.746 23.423 22.182 21.705 21.426 20.896 20.618 20.190 19.626 19.458  0.317 
 2  10.05 -0.71  0.30477 -1.705 3.612  5.020 13.40  0.038 0.00 22.432 26.286 23.994 22.775 22.315 22.047 21.517 21.244 20.820 20.251 20.089  0.305 
 2  10.05 -0.71  0.18931 -2.152 3.577  5.122 13.50  0.038 0.00 23.650 28.313 25.633 24.203 23.598 23.237 22.711 22.394 21.937 21.405 21.195  0.189 
 2  10.05 -0.71  0.63701 -0.726 3.691  4.678 14.00  0.038 0.00 20.585 23.099 21.395 20.656 20.415 20.292 19.755 19.567 19.209 18.715 18.638  0.637 
 2  10.05 -0.71  0.67105 -0.598 3.709  4.645 15.80  0.038 0.00 22.066 24.280 22.752 22.099 21.891 21.793 21.255 21.090 20.757 20.311 20.244  0.671 
 2  10.05 -0.71  0.57032 -0.966 3.661  4.751 16.40  0.038 0.77 23.220 26.394 24.369 23.412 23.080 22.892 22.359 22.126 21.723 21.146 21.036  0.570 
 2  10.05 -0.69  0.24953 -1.875 3.601  5.058  8.80  0.038 0.00 18.257 22.271 19.926 18.646 18.149 17.856 17.326 17.041 16.610 16.055 15.880  0.250 
 2  10.05 -0.69  0.23946 -1.915 3.598  5.070  9.10  0.038 0.00 18.657 22.733 20.357 19.062 18.554 18.254 17.725 17.436 17.003 16.451 16.271  0.239 
 2  10.05 -0.69  1.12669 -0.007 3.777  4.409  9.70  0.038 0.72 14.489 15.879 14.869 14.487 14.386 14.369 13.827 13.730 13.480 13.178 13.146  0.815 
 2  10.05 -0.69  0.46634 -1.291 3.634  4.880  9.80  0.038 0.00 17.798 21.322 19.141 18.057 17.671 17.450 16.918 16.667 16.250 15.654 15.525  0.466 
 2  10.05 -0.69  0.31599 -1.678 3.613  5.014  9.90  0.038 0.00 18.864 22.705 20.416 19.203 18.747 18.481 17.951 17.679 17.255 16.684 16.524  0.316 
 2  10.05 -0.69  0.16193 -2.380 3.545  5.152 10.00  0.038 0.00 20.721 26.474 23.184 21.603 20.796 20.334 19.813 19.452 18.952 18.409 18.161  0.162 
 2  10.05 -0.69  0.39375 -1.476 3.623  4.946 10.50  0.038 0.00 18.960 22.666 20.419 19.262 18.839 18.594 18.063 17.802 17.381 16.791 16.645  0.394 
 2  10.05 -0.69  0.12084 -2.753 3.505  5.241 10.60  0.038 0.89 21.657 28.953 24.931 23.169 21.941 21.288 20.779 20.338 19.766 19.227 18.977  0.121 
 2  10.05 -0.69  0.10704 -2.898 3.491  5.275 10.80  0.038 0.00 22.816 30.558 26.297 24.495 23.148 22.452 21.946 21.486 20.898 20.362 20.117  0.107 
 2  10.05 -0.69  0.17664 -2.251 3.563  5.133 10.80  0.038 0.00 21.197 26.346 23.388 21.889 21.199 20.795 20.272 19.936 19.460 18.925 18.695  0.177 
 2  10.05 -0.69  0.36706 -1.547 3.620  4.975 10.90  0.038 0.00 19.537 23.282 21.023 19.849 19.415 19.165 18.634 18.370 17.948 17.365 17.215  0.367 
 2  10.05 -0.69  0.09058 -3.242 3.443  5.356 11.00  0.038 0.85 23.672 33.790 28.552 26.610 24.555 23.524 23.061 22.395 21.624 21.081 20.790  0.091 
 2  10.05 -0.69  0.44776 -1.343 3.631  4.900 11.10  0.038 0.00 19.227 22.809 20.606 19.499 19.102 18.874 18.342 18.088 17.669 17.073 16.940  0.448 
 2  10.05 -0.69  0.26518 -1.826 3.604  5.048 11.20  0.038 0.00 20.535 24.505 22.174 20.911 20.424 20.138 19.609 19.327 18.898 18.339 18.167  0.265 
 2  10.05 -0.69  0.17052 -2.303 3.555  5.141 11.30  0.038 0.00 21.827 27.237 24.127 22.592 21.859 21.434 20.911 20.566 20.080 19.541 19.301  0.171 
 2  10.05 -0.69  0.63675 -0.731 3.690  4.677 11.30  0.038 0.82 17.528 20.243 18.448 17.640 17.369 17.223 16.687 16.483 16.107 15.577 15.488  0.637 
 2  10.05 -0.69  0.22057 -1.990 3.593  5.091 11.40  0.038 0.00 21.145 25.352 22.909 21.584 21.053 20.739 20.211 19.916 19.477 18.930 18.743  0.221 
 2  10.05 -0.69  0.11527 -2.804 3.501  5.253 11.40  0.038 0.00 23.180 30.442 26.430 24.668 23.456 22.810 22.301 21.862 21.293 20.752 20.500  0.115 
 2  10.05 -0.69  0.31878 -1.671 3.613  5.012 11.50  0.038 0.00 20.447 24.282 21.994 20.784 20.329 20.064 19.534 19.263 18.839 18.267 18.108  0.319 
 2  10.05 -0.69  0.37528 -1.525 3.621  4.966 11.50  0.038 0.71 19.639 23.445 21.168 19.970 19.521 19.260 18.730 18.460 18.036 17.460 17.304  0.375 
 2  10.05 -0.69  0.11281 -2.827 3.499  5.258 11.50  0.038 0.00 23.337 30.692 26.631 24.861 23.624 22.967 22.459 22.016 21.443 20.903 20.652  0.113 
 2  10.05 -0.69  0.47612 -1.263 3.636  4.869 11.60  0.038 0.74 19.107 22.681 20.485 19.380 18.982 18.752 18.221 17.966 17.548 16.957 16.822  0.476 
 2  10.05 -0.69  0.25152 -1.868 3.601  5.057 11.60  0.038 0.77 20.563 24.738 22.317 20.999 20.471 20.158 19.630 19.335 18.896 18.348 18.162  0.252 
 2  10.05 -0.69  0.23446 -1.935 3.597  5.076 11.80  0.038 0.00 21.407 25.517 23.124 21.821 21.307 21.003 20.474 20.184 19.749 19.198 19.017  0.234 
 2  10.05 -0.69  0.22152 -1.986 3.594  5.090 11.80  0.038 0.78 21.089 25.552 22.992 21.618 21.034 20.687 20.160 19.850 19.396 18.852 18.648  0.222 
 2  10.05 -0.69  0.54818 -1.044 3.653  4.778 11.80  0.038 0.00 19.180 22.381 20.329 19.369 19.042 18.856 18.323 18.091 17.684 17.095 16.991  0.548 
 2  10.05 -0.69  0.50078 -1.194 3.641  4.841 11.90  0.038 0.00 19.654 23.065 20.927 19.888 19.524 19.316 18.784 18.539 18.125 17.528 17.409  0.501 
 2  10.05 -0.69  0.12951 -2.674 3.513  5.221 11.90  0.038 0.00 23.356 30.150 26.372 24.660 23.575 22.981 22.468 22.052 21.502 20.960 20.706  0.130 
 2  10.05 -0.69  0.28758 -1.757 3.608  5.032 12.00  0.038 0.00 21.162 25.070 22.759 21.520 21.048 20.771 20.241 19.965 19.538 18.973 18.807  0.288 
 2  10.05 -0.69  0.36706 -1.547 3.620  4.975 12.00  0.038 0.74 20.163 23.978 21.698 20.496 20.046 19.783 19.253 18.983 18.559 17.984 17.827  0.367 
 2  10.05 -0.69  0.14591 -2.525 3.526  5.178 12.00  0.038 0.00 23.082 29.360 25.837 24.182 23.236 22.701 22.185 21.794 21.265 20.723 20.468  0.146 
 2  10.05 -0.69  0.17633 -2.253 3.562  5.133 12.10  0.038 0.00 22.503 27.664 24.699 23.198 22.507 22.102 21.578 21.241 20.765 20.230 19.999  0.176 
 2  10.05 -0.69  0.64784 -0.689 3.695  4.667 12.20  0.038 0.74 18.431 21.025 19.301 18.527 18.267 18.129 17.593 17.396 17.029 16.518 16.430  0.648 
 2  10.05 -0.69  0.66659 -0.619 3.705  4.649 12.30  0.038 0.96 17.974 20.342 18.721 18.025 17.800 17.690 17.152 16.975 16.629 16.157 16.086  0.667 
 2  10.05 -0.69  0.40675 -1.443 3.624  4.934 12.30  0.038 0.00 20.677 24.360 22.120 20.973 20.556 20.315 19.784 19.524 19.103 18.509 18.367  0.407 
 2  10.05 -0.69  0.18806 -2.163 3.575  5.122 12.40  0.038 0.00 22.578 27.293 24.588 23.148 22.531 22.164 21.638 21.318 20.859 20.330 20.116  0.188 
 2  10.05 -0.69  0.11836 -2.776 3.503  5.246 12.40  0.038 0.93 23.450 30.742 26.716 24.952 23.730 23.080 22.571 22.131 21.560 21.020 20.769  0.118 
 2  10.05 -0.69  0.21960 -1.994 3.593  5.092 12.40  0.038 0.00 22.154 26.368 23.922 22.595 22.064 21.749 21.221 20.925 20.486 19.939 19.752  0.220 
 2  10.05 -0.69  0.37671 -1.521 3.621  4.965 12.50  0.038 0.00 21.073 24.804 22.549 21.381 20.952 20.703 20.172 19.909 19.488 18.902 18.754  0.377 
 2  10.05 -0.69  0.87176  0.311 3.788  4.164 12.60  0.038 0.80 16.437 17.841 16.809 16.442 16.344 16.329 15.787 15.688 15.439 15.135 15.101  0.872 
